Country Name	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011
Iceland	6.1048379888	6.588510989	7.0564972973	6.8901	7.201685567	7.5945989848	7.2602914573	7.9360447761	6.2320935961	6.8127107843	7.1559902913	7.1059090909	8.2680471698	8.1015116279	7.4181055046	7.7507045455	8.5893693694	8.59453125	8.7943097345	8.1864166667	7.587991342	6.8325299145	6.5294261603	7.594832636	6.7558008299	7.3943621399	7.3489065041	7.6157382953	7.6764661654	8.1312990581	7.8456744186	7.24692455	7.548070508	7.5545714286	7.2382201493	8.1896333333	7.7384485294	7.668580292	7.4529297297	7.6993950178	7.3726	7.5377222222	7.4854570135	7.64601779	7.4270794719	7.3513341804	7.5089900695	7.0240632108			
India	0.2933877584	0.3156015425	0.331268242	0.316446298	0.3405785207	0.3443006021	0.3372549429	0.3583495436	0.3564510025	0.3563807885	0.3674477737	0.3801042892	0.3826950019	0.3868850039	0.4111140141	0.4202868414	0.4916126585	0.4841156954	0.4939437473	0.5071513519	0.5333111651	0.5545731601	0.5889354099	0.5964035316	0.6410074365	0.6725504231	0.7031110244	0.7433859084	0.7962979683	0.8129070988	0.8515016653	0.8876479298	0.9054502713	0.9445609443	0.9869838797	1.056352834	1.0813232028	1.0913570669	1.1455172029	1.1680641171	1.1659797401	1.1698870346	1.2043547531	1.247169869	1.2891919626	1.3555141805	1.4335012506	1.5287292597			
Indonesia	0.2761951292	0.2380950862	0.2300896613	0.2205498751	0.237068596	0.2189769817	0.2240758062	0.2453013826	0.2894086797	0.3026562722	0.3211342382	0.3480929909	0.3848758458	0.3917136261	0.4023951335	0.4499200642	0.5859357552	0.6521975367	0.6451420369	0.6284616652	0.6492313044	0.6681602265	0.6509127649	0.6811160799	0.7211887846	0.7099729872	0.7059243476	0.742456732	0.7227838743	0.8113329201	0.9588100568	1.0633220588	1.1295705415	1.1268523137	1.1280879217	1.2523207709	1.3588914677	1.0114102008	1.1281280831	1.209586133	1.3370086254	1.3857080128	1.4059085806	1.4858591534	1.479572694	1.4706689583	1.5857139824	1.7281403734			
Iran, Islamic Rep.	1.6189027801	1.617259321	1.7388060916	1.9485080192	2.1451638335	2.4923652316	2.5688753775	3.0325221909	2.9777219943	3.2105108745	3.4629428754	3.5232609356	4.1894797075	4.5269331853	4.2584075045	4.6438647972	4.7122238034	4.5164889437	4.4079071402	3.1370015005	2.823833843	3.3261686714	3.4758278527	3.3670514449	3.461065201	3.0786735092	3.1914756901	3.4024542129	3.5806894637	4.140384621	4.1687023427	4.3364530287	3.9640510521	5.0459348373	4.7679438803	4.7133517987	4.6907216492	5.0080926574	4.9265628449	5.1917579479	5.3847985796	5.5824311423	6.0579960578	6.422555942	6.580426948	6.9755625386	7.0881663623	7.4479027329			
Iraq	1.1519216007	1.1619190467	1.1755883257	1.1030732169	2.2767701087	3.1629161518	2.0313561549	2.1049795266	2.3347738683	2.3856867813	2.7864787373	2.7618383949	2.7733417956	2.7117351974	2.8138166767	4.0140875611	3.4849219661	3.2701326084	3.9691746542	3.3075506547	2.272251208	2.1105609376	2.6020659228	2.6305271588	2.8479685087	2.9551393936	3.1769837897	3.9616283973	4.1473132079	2.8885803109	2.5350274007	3.206495427	3.3780995973	3.6910221826	3.7265805573	3.2257412154	3.0760623172	3.1620255608	3.0641799739	2.9796135219	3.4222078877	3.4115447949	3.4732149016	3.6784798546	3.533806298	3.5470700345	3.4307002915	3.4109404369			
Ireland	4.387907736	4.6362282686	4.7233533333	4.9691435056	4.7750052156	5.2398429265	5.6598248276	6.1179608651	6.3276428571	6.5807111864	7.5544140363	7.2927705026	7.4390100879	7.4595982714	6.9415605918	6.9068649318	7.2028756112	7.1126964393	8.1320733373	7.72	7.5587275632	7.3361074713	7.3329534817	7.2321677529	7.5546415254	8.2846653488	8.5187707922	8.4552771405	8.441570879	8.6764119459	9.3908565675	8.8061314136	8.7803002834	9.1554331084	9.1145578317	9.6243993831	9.9485451276	10.2729841064	10.6793423114	10.7615023649	11.3237354714	11.0524422125	10.6830117995	10.616497906	10.387697438	10.1195934786	10.1931926395	9.852557673			
Isle of Man																																																			
Israel	3.2356869565	3.4638996947	3.4512034468	3.6966323232	5.0505306282	5.1720182579	4.9334174863	4.9268362469	5.150624609	5.5744811701	5.2943880743	5.3793538755	5.8909158023	5.7583953213	5.686768741	5.5508395132	5.5060822032	5.739004065	5.5518341257	5.4532204745	5.3623849848	5.9739987596	5.8314679659	5.7090226016	5.8751698559	6.1935536171	6.2680604257	6.7652104908	7.0288224878	7.1962907725	6.9338828046	8.1006127269	8.5816582399	8.7277180959	9.780871055	9.5572637034	10.8640215901	10.5139909563	10.1478612245	9.9683625378	10.2111057618	9.6112237443	9.7347045458	9.2819422823	8.5440396242	9.3254102102	5.1275998942	5.1532066824			
Italy	2.4645728787	2.8784652712	3.2151001327	3.4050764973	3.6415269036	4.0794406215	4.4314406722	4.6865907656	5.0433065113	5.5133769462	5.7622638791	6.0493598316	6.471483772	6.5214991018	6.1743255533	6.5923469794	6.3653955857	6.6465068827	6.8799712525	6.8924706914	6.6903831546	6.5379398522	6.3885954848	6.4982192941	6.5756276218	6.4749153827	6.7783978658	6.8830475198	7.3204118083	7.4786913027	7.6459673019	7.6228333919	7.4372685116	7.2506993358	7.6983899863	7.5320701583	7.5984137112	7.7621703556	7.677556075	7.8343726799	7.845726202	7.8604783808	8.1304068335	8.0874661239	8.0434040615	7.944632796	7.736822822	7.4394548626			
Jamaica	1.2897314584	1.2627747507	1.4049156565	2.3442409892	1.7001545455	1.9742420721	2.144633224	2.1293749386	2.3155572876	2.6722600321	3.0351525121	3.2666880467	4.2423733583	3.8279233108	4.0677650273	3.5739340378	3.6164321996	4.3838860441	4.0571318465	3.9626980778	3.4290681219	2.8267951457	2.8785491789	2.2565906399	2.1832858812	1.9482605531	2.2901199694	1.9218914446	2.8333592993	3.3325205021	3.3971738822	3.3415560379	3.4476376396	3.5089881261	3.9124524194	4.0630430785	4.1950848075	3.8050011363	3.7962146511	3.9850867474	4.0797805711	3.9352900834	4.083599802	4.0616254122	3.8214058255	4.53848222	5.192564093	4.5414468592			
Japan	2.9819793876	3.0597363511	3.3593207764	3.6730350725	3.9129055348	4.2062647059	4.8635578456	5.5665931566	6.3385231652	7.3680887441	7.5455610282	7.9614624678	9.1770849101	8.7755748534	8.2270982759	8.4524949943	8.7824687036	8.6103552368	8.8442837145	8.5680352109	8.249752584	7.9533551824	7.8427905231	8.2677837158	8.0197594283	7.9991440342	7.8849014915	8.6072352279	8.806983349	8.8613601026	8.8814544105	9.0450738153	8.9024334008	9.3962895063	9.4395600092	9.5878924309	9.5310416762	9.1700527727	9.4581962495	9.6129334122	9.4555701343	9.5473493507	9.6872964891	9.8594915819	9.690531012	9.6415899762	9.7924425896	9.4606468441			
Jordan	1.0983091391	1.1120491627	1.2218538872	1.1716445567	1.2613439716	1.3198014879	1.1071998473	1.1090710082	1.2252971911	1.0334714854	1.0531421618	1.1740265913	1.3041139348	1.2756896108	1.3776574586	1.5732966663	1.6256917595	1.8016515898	1.8078994452	2.1672457588	2.5861913377	2.6666206732	2.998227938	3.2741831147	3.2301221634	3.3823531341	3.3951317639	3.1594911805	3.0214352094	3.2817914826	2.7639559944	3.2858598982	3.0981348867	3.3574104871	3.2316803337	3.2803411294	3.2335168126	3.1633797364	3.1126997116	3.2324633663	3.2542527707	3.3518330687	3.3829566228	3.6371926276	3.8855359882	3.7444858226	3.7965302013	3.6948811128			
Kazakhstan																																15.8954462078	13.5394830925	12.3942840208	10.5421784741	9.0315023764	8.4507166117	8.2980920002	7.8034520946	8.5845533205	9.9545773467	10.2258795172	10.3169753825	11.4672949761	11.7008717683	12.5503264451	14.6860534279	15.1176611661			
Kenya	0.2872577507	0.3042748312	0.3206632895	0.3073069694	0.2596513175	0.2732772854	0.2661490379	0.2685098051	0.2881615919	0.2740721512	0.3161391026	0.3204796429	0.3128604359	0.3808837145	0.3689808837	0.3293387345	0.3480867969	0.3530374741	0.3217078876	0.3809563796	0.3862293622	0.2673369836	0.2555543615	0.2280986942	0.1917903422	0.2041448911	0.2448205779	0.2187401257	0.2290919742	0.248353821	0.1996872291	0.2212588445	0.2455880958	0.2460917993	0.275435613	0.3309088166	0.2855581559	0.3379728055	0.3339310149	0.3333348265	0.2920916159	0.2419953812	0.1998093139	0.2196891918	0.240419681	0.2620221293	0.2622692405	0.2702422322			
Kiribati	0.1767031349	0.2599391703	0.4249580025	0.4169638211	0.2455580357	0.2411154829	0.473692641	0.6982243864	0.2287878838	0.4499386503	0.5897110143	0.5076616986	0.7137462824	0.6320767003	0.6215254237	0.612820829	0.4017417941	0.3942892042	0.4509301433	0.5049225473	0.4942761288	0.422866869	0.3541998162	0.3461515226	0.3384923077	0.2759266113	0.3239994965	0.3171445916	0.310537288	0.3062426056	0.3007257767	0.2962713599	0.2924747763	0.2887856355	0.284822908	0.4675447208	0.3680202727	0.4070173275	0.3554844651	0.3928460898	0.3000467563	0.294548292	0.2891434622	0.2839553972	0.279047267	0.3136399598	0.3472428269	0.3038992251			
Korea, Dem. Rep.	2.3580835474	2.6765989612	2.800555788	2.9686451552	3.5922084467	3.7601934161	4.0192694961	4.4128666551	4.632195798	5.1627615013	7.3456545777	5.9595831487	6.3218878587	6.4542830165	6.703554653	6.7429921849	6.8707621192	7.0744148558	7.1102076016	7.2515361377	7.1624943063	7.1936117933	7.5808123141	8.0236797341	8.4634733139	9.0594287478	9.9991428959	11.2931405403	11.8148805407	12.1546945442	12.2712443651	12.2770057213	12.3971869164	12.0924509046	11.9126264337	11.6468039479	10.5341764876	2.8862342006	3.1454035597	3.3618565399	3.4623235405	3.2895630679	3.3370857059	3.3870676253	3.5153623939	3.5605228773	2.9452255995	3.2483650538			
Korea, Rep.	0.5621920949	0.6535877282	0.7775814339	0.7981617855	0.8764554154	1.027266281	1.1757054394	1.2180655464	1.3607739744	1.6848005827	1.7915481852	1.8105907632	2.15017655	2.1788461632	2.3121816842	2.5969426204	2.9007085851	3.0527088101	3.5362799595	3.5257025758	3.5916201999	3.5898853939	3.7604437234	4.0351883631	4.3444864726	4.4023766754	4.6034411064	5.2546209887	5.5295729589	5.687446943	6.2039320976	6.563193459	7.1973281732	7.656459744	8.222592664	8.8090160132	9.2086753493	7.8605167758	8.4734232791	9.1997173034	9.2956905209	9.7766646088	9.732157776	10.0392703012	9.6164862063	9.7484481024	10.2816153624	10.4752460345			
Kosovo																																																			
Kuwait	33.6712544106	42.4055805645	44.3930294165	58.4722009379	73.1499117109	65.6188038783	43.255526029	34.9731180282	38.5171602475	33.2499621585	33.4564866054	31.7475317251	26.0464069605	19.4868931378	15.9694567892	16.5528423961	14.6066619731	16.8970811154	13.4999335227	17.9200479606	17.4409002151	13.9824367426	13.6397744128	17.0895051149	16.7385733056	19.239665784	16.2442234514	16.2289437847	17.223134554	21.7576336874	5.2088991454				30.9166625202	29.282035108	29.4026293593	28.9668576107	28.7066686338	30.457783599	27.440622655	25.4746281795	28.9889396488	31.7563203219	34.1058045577	30.5983467159	29.8235555094	30.1147589166			
Kyrgyz Republic																																2.3892771667	1.8282533568	1.3351433921	0.9746922591	1.2000231909	1.1602465608	1.2139245362	0.9377436994	0.9213567839	0.7630332203	0.9708751903	1.0472776168	1.1009348096	1.0080952659	0.9958340556	1.234288607	1.1762691601			
Lao PDR	0.0521538579	0.0591851219	0.0642599417	0.0737766637	0.0751478424	0.0959082242	0.1274138537	0.0658215223	0.1215380056	0.2125633591	0.1526270396	0.171779489	0.1773746749	0.0983124416	0.0831807122	0.0724722811	0.074029461	0.0733189121	0.0701961558	0.0578184634	0.0456014568	0.0467605727	0.0519636423	0.0516381561	0.0552901868	0.0557603324	0.0542399315	0.0527464258	0.0575813092	0.0559792043	0.058674068	0.0628453266	0.0611540028	0.0642785851	0.0657673898	0.1090844261	0.1432714266	0.174726632	0.1727821916	0.1993137185	0.2216913494	0.2408330453	0.2430639904	0.2465349286	0.2479364599	0.2598851816	0.2590411852	0.2545343317			
Latvia																																5.3388844985	4.6667041763	4.4225631868	3.831759841	3.8333472501	3.4439865306	3.3155157676	2.8215953975	2.6018385329	2.9053086053	2.8451402908	3.0482875207	3.083818924	3.1194442802	3.3176846677	3.4831747287	3.3496801104			
Lebanon	1.3475628661	1.3940813878	1.4380791537	1.5198952346	1.4991442451	1.5857880463	1.5230623691	1.5412927001	1.7655433381	1.5847815554	2.102951128	2.1994196154	2.6868369338	2.6512846405	2.3259478485	2.1960123228	1.9920965933	2.0448045652	2.2044238758	2.2109822453	2.2623691734	2.1617371587	2.5667375857	2.4551323652	2.7920471492	2.6863399291	2.7609486761	2.6541146129	2.7727735745	3.0857120472	3.1385785019	3.6274285842	3.5871120029	3.7869948833	3.932815551	3.8989507894	4.3496154113	4.4396390839	4.4987426942	4.1027202579	4.2620440227	4.1461655462	4.6300822707	4.2108604662	4.3280955577	3.6674859553	3.7495903138	4.1035684673			
Lesotho																																																			
Liberia	0.1411973085	0.2161281891	0.2964689507	0.3935195498	0.4418229883	0.473118155	0.4609606581	0.6478865082	0.9081934826	1.0086512461	1.0308420353	0.9905176578	0.9465983065	1.0701756129	0.8957545096	0.8659638016	0.8395725062	0.8339790965	1.045465845	1.0624087143	0.9753194052	0.2920092081	0.3345464635	0.3213610092	0.3266543342	0.3285087897	0.3463670916	0.3734265338	0.3090840212	0.2275607424	0.1367658767	0.1410261715	0.1589172807	0.1563927444	0.1593136799	0.1564101063	0.1506872876	0.1529819921	0.1501448009	0.1532590639	0.1709181382	0.167678655	0.1750552773	0.2027525276	0.2327493866	0.2290686775	0.1950982357	0.1663874964			
Libya	0.8541604742	0.7226880449	0.9723034986	0.4249909076	0.6258542843	1.5568036616	10.5207278362	16.4370049045	18.5942259494	16.21461334	10.4073908468	7.0197989368	6.4423741254	3.95580981	4.6960202758	6.9653469658	7.4970201951	7.5914703801	8.9026222211	8.7837998694	8.9576390595	9.0975791021	8.569234367	7.7193920837	8.161163655	8.5772031733	7.9937307638	8.7409599133	8.7838474678	9.3018909626	9.6089176901	8.9959995299	9.2715043984	8.9314114082	9.6002263032	8.6044319319	9.8157957987	9.5478709276	9.1990610643	9.5110033302	9.5800031174	8.7634820206	8.873233326	8.9015356469	9.0287745881	9.1249767126	8.9990785404	9.4852964899			
Liechtenstein																																																			
Lithuania																																5.9871208108	4.7502734184	4.7456473483	4.4615839758	4.3637808599	4.2846539106	4.5561572433	3.8778187482	3.4862076001	3.710932895	3.8085714615	3.7389714855	3.8787731136	4.1005739383	4.2114380265	4.4843273143	4.5055163388			
Luxembourg	36.3594322459	35.795010846	35.171655914	37.2922787879	36.647975976	34.7094474313	33.8913066826	36.4629479941	38.9774475628	40.457866392	38.2643478261	38.755198162	40.1737680749	40.3226357023	32.8555062413	32.8089304516	30.2119435997	32.7023930444	33.3409491059	30.2183310496	25.7873550328	24.2393214774	22.6780278993	24.3832468596	24.9659586057	24.3838132612	23.2529432338	23.9194883472	25.3271610169	25.9095613461	27.4693359173	30.0989940715	27.2251512674	25.3643457219	20.4337938207	20.3700090531	18.8748432471	17.3204662114	17.8547697311	18.8771074948	19.4344148123	21.1221829999	21.9631888936	24.158757463	24.3516461073	23.9352716778	22.5905773626	21.4924547222			
Macao SAR, China	0.397838165	0.5266931831	0.5635618819	0.6497855902	0.6380288633	0.6932618309	0.7261194424	0.7113572052	0.6876335056	0.818151756	0.8955210947	0.908529967	0.8846873356	1.0684220189	1.1966713804	1.0289126642	1.2638342394	1.7090635376	1.7047604159	2.1445315356	2.1224177506	1.8551931103	2.5106730716	2.1330139391	2.4759461193	2.8343434278	3.0119143186	2.870890153	2.9572326033	2.8748071358	2.9574741605	2.8723795007	3.0844485751	3.2748924487	3.1200599358	3.4966255608	3.6487118355	3.7510247104	3.6126205538	3.7870038692	3.8313742859	3.3939199772	3.3441134733	3.6738094175	3.8163796506	3.3081779239	3.0817624365	2.5745096564			
Macedonia, FYR																																5.5717872163	5.3184751867	5.3582191073	5.5206215075	5.9503548148	5.3627494586	6.3368076956	5.8582489913	6.0049196378	5.9513778009	5.4073269692	5.5769415318	5.5049037426	5.5181979963	5.3396177654	5.5311496239	5.7563633848			
Madagascar	0.0680513312	0.0739623935	0.0842124257	0.0860804092	0.0966962385	0.0980349225	0.1391630188	0.146874913	0.1333598984	0.148383963	0.1526629482	0.1862855633	0.15132669	0.1628055701	0.2258240596	0.1288254071	0.1067771754	0.1249723098	0.1338524874	0.1874186023	0.1162298538	0.1117153716	0.071446225	0.1008115572	0.1105583808	0.1170721534	0.1283837048	0.1247630126	0.088380298	0.0874440024	0.0924582285	0.0872750804	0.086747223	0.1034287318	0.0999895881	0.1042125015	0.1216942244	0.1204483014	0.1292742926	0.121960676	0.1099192044	0.0756338466	0.1042894391	0.1115442853	0.0953347951	0.0921383284	0.0950541008	0.0977427318			
Malawi				0.0851072499	0.0876460054	0.1052947137	0.0877613275	0.0906566733	0.0865818832	0.1003486873	0.1076244529	0.1134970326	0.1151201155	0.1071786195	0.1092797416	0.1063756848	0.1125283257	0.1144387223	0.1053762432	0.1140079533	0.0944054487	0.09045598	0.0854024232	0.0799989896	0.0766874369	0.0722773035	0.0672195061	0.0629849214	0.0623913338	0.0652804659	0.0688732197	0.0677970916	0.071290896	0.0735489089	0.0738345804	0.0706410389	0.0735594345	0.0780922007	0.0913202527	0.0806633433	0.0785603717	0.0746843051	0.0788053795	0.0782039694	0.0714949331	0.0722543561	0.0701590739	0.087714037			
Malaysia										1.3384839596	1.4913319515	1.5629624058	1.491410014	1.5839362802	1.5793484892	1.8963189107	1.7538708229	1.7615900431	2.0201097794	2.024028262	2.174015757	2.1022865523	2.5440802999	2.263063956	2.2989040818	2.4651388034	2.4406055774	2.4839564288	2.8174331887	3.1080329682	3.666456255	3.9209454737	4.6556746641	4.6527495112	5.8459109948	5.9007920233	5.7305979262	5.1153311232	4.7199537968	5.4069471293	5.7049415052	5.5120199722	6.395253722	6.5665220932	7.0284922656	6.7485533426	7.2055880303	7.5728021387			
Maldives											0.0307355752	0.0297486736	0.0287628146	0.0278325946	0.0539681372	0.0786622906	0.1020730545	0.149041816	0.1931626633	0.2809495231	0.2943908208	0.284250006	0.2952818631	0.325525139	0.3535025707	0.4174052516	0.4035758237	0.4616554169	0.585158659	0.7017414363	0.7635894005	1.0917646145	0.9105536055	0.9044792318	1.1057970665	1.2562175146	1.4158191829	1.2646408986	1.7338384214	1.825206049	2.0724897495	2.4423628776	2.0850853784	2.5833883184	2.2977746918	2.9025512743	2.9598008823	2.9919416706			
Mali	0.0220814407	0.0258935963	0.0322932074	0.0318740741	0.035377806	0.0335965608	0.0388495016	0.0338823254	0.0271805251	0.0334246378	0.0370378214	0.0393158952	0.0420583023	0.0469434278	0.0516380415	0.0507050785	0.0605050481	0.0567838894	0.0603748983	0.0541527421	0.0535565193	0.0485545006	0.054203417	0.0554718187	0.0508179764	0.0468567699	0.0435140759	0.0459541744	0.0491038943	0.0486234773	0.0492444615	0.0488865404	0.048824863	0.0483093727	0.0477760214	0.0483228907	0.050560593	0.0484920212	0.0491397004	0.0480478471	0.0469409349	0.0461358285	0.0435415567	0.0442144008	0.0431358005	0.0418151644	0.0413233609	0.041082601			
Malta	0.9077496621	1.0313024979	1.288197006	1.5634153926	1.478259375	1.2891533055	1.6124131729	1.9675367446	2.0063332071	2.0359723926	2.039357253	2.6055929414	2.5024443143	2.2957427045	2.0347378049	2.2835532051	2.3415063818	2.6498908401	2.512307059	2.8106950549	3.1417894709	3.6300425169	2.7946186813	3.8898863025	3.4857819767	4.2737697842	5.2863304843	5.6869576271	6.0808515406	6.05055	6.0579290584	6.1619330718	7.2115693494	7.1088174171	7.1302777778	7.80685	8.4637806789	5.5719350649	6.0486597938	5.2936435897	6.3258241143	5.8065378855	6.4768805415	6.4152486617	6.6831716757	6.3341125175	6.6607529642	6.2132928753			
Marshall Islands																														1.0080993064	1.0591924735	1.1141607081	1.2457833733	1.3053693266	1.2940323087	1.2844383039	1.276785887	1.3416714808	1.2673963134	1.4767858855	1.5475245056	1.6198862982	1.6221918757	1.6935036946	1.6207890539	1.7558896763	1.8863528112	1.8723335855			
Mauritania	0.0542585896	0.0689763912	0.0946623872	0.1226974107	0.1640093802	0.177569918	0.190257035	0.2192147284	0.2496919989	0.3784951378	0.3425390549	0.3723580105	0.3793728309	0.3798956167	0.3884616792	0.3826669834	0.4006322322	0.4070445111	0.4103188871	0.4155468018	0.4248820851	0.5497467269	0.5654098577	0.5088749046	0.3755454593	0.2083356774	1.7824224565	1.7072235891	1.4664980184	1.3359282763	1.3412870113	1.3971412846	1.3673313804	1.4019968112	1.3022988561	1.2722712771	1.2367601863	0.4452746666	0.4669898561	0.452348942	0.4717929603	0.5041525419	0.5038620709	0.544262388	0.5439279823	0.5342408639	0.607234103	0.6064828387			
Mauritius	0.2747192536	0.3612814072	0.2907642203	0.4182998796	0.4041978752	0.3577268745	0.6361797579	0.7991580295	0.7041465043	0.6037675545	0.4719037823	0.8091000933	0.784435637	0.789328205	0.6618688341	0.6836382546	0.696483055	0.6735372613	0.6937635902	0.6111666667	0.5542821806	0.5070675509	0.5972408987	0.621320042	0.6965856299	0.7801518523	0.9018726519	0.8208855	1.0033444067	1.3842317881	1.4267066482	1.5807789084	1.6178924339	1.4595516622	1.630203206	1.7203270558	1.7404361639	1.8928759476	2.0998556073	2.3326716506	2.4724143478	2.4634612906	2.5729945184	2.5895842826	2.7430539078	3.0144047783	3.0832431712	3.1154301441			
Mayotte																																																			
Mexico	1.6456353695	1.5575915942	1.5701640458	1.7046307642	1.675934771	1.7506110647	1.8940021174	1.9203411363	2.0307080793	2.1992808522	2.3640448664	2.4048018488	2.5416355522	2.6500623041	2.7309817129	2.9714426461	3.026323989	3.4012257225	3.5869704287	3.9032821297	4.0463082301	4.249788414	3.8418112772	3.9088386563	3.8974342474	3.9006719225	3.9885245086	3.913966893	4.01031826	3.8621403695	3.9172685556	3.9147255918	3.8317006174	3.9962394862	3.7408485251	3.7809902373	3.7886676471	3.8367018624	3.8655975936	3.8317664335	3.8844029821	3.8075160907	3.8696657731	3.8574358532	4.063208091	4.0956314669	4.1188163755	4.3012366547			
Micronesia, Fed. Sts.																																							0.5129293061	0.5135710484	0.5126759251	0.5105914897	0.5077775213	0.5049758552	0.5027006279	0.5010064761	0.5662445954	0.5648336912			
Moldova																																5.654239148	4.2182871795	3.2729017325	3.0452741545	3.141359221	1.9398855903	1.7166611321	1.2347346407	0.9652152936	1.0229139244	1.1001832981	1.1875299104	1.2637340195	1.3616681993	1.3929510922	1.3101906006	1.337336388			
Monaco																																																			
Mongolia	1.4163741002	1.9473358997	1.5345050307	1.9006512343	1.7652184417	1.7110731945	1.8309796736	2.0523003818	2.1562859984	2.2233173499	2.3005280277	2.4141361611	2.4854358462	2.6027283494	2.7429554451	2.8899822037	3.1765143288	3.5980685809	3.8187960308	4.0630811011	3.825346547	3.796260189	3.8301696431	3.4405496342	4.6875101895	4.8827440351	5.191549742	5.5302684803	4.9181162017	4.580921419	5.4828713088	4.9194897021	4.1009300663	3.4789203669	3.4362258692	3.4582601729	3.2877054149	3.2566015814	3.1621834999	3.112899353	3.2384479044	3.3704414213	3.2329274736	3.4009040503	3.4577784896	3.6540257254	4.0239755322	4.0842598653			
Montenegro																																													3.2823663439	3.9414136131	3.1299855724	3.100588857			
Morocco	0.3161289448	0.250938081	0.3140418171	0.3412505999	0.3198269159	0.3989892559	0.3841671464	0.3881253539	0.3908478284	0.4763987839	0.5222819919	0.499960806	0.5845127518	0.659223058	0.6420695296	0.6514146376	0.6995467439	0.702855508	0.8367122797	0.8148505743	0.7893241254	0.8267765566	0.8397960908	0.8191549697	0.8014702933	0.8274557673	0.8622591436	0.8887583816	0.9427477784	0.9500036419	0.9896182539	1.0140018603	1.0808109171	1.1175089731	1.1279368775	1.1416905507	1.1499140683	1.140865987	1.165548603	1.1775363492	1.2947519953	1.2987788964	1.2616957442	1.3493058276	1.4090076184	1.432899441	1.4924030187	1.529484855			
Mozambique	0.337531107	0.2496912958	0.2044401446	0.2581176114	0.2367107754	0.2456764112	0.2118045292	0.3073687144	0.3506253735	0.3157533518	0.3740766318	0.3339564259	0.3525743202	0.3042273847	0.2717378695	0.2346314626	0.2419634566	0.2493428026	0.2232391896	0.2641821857	0.200125739	0.1996060711	0.152121818	0.1164060043	0.0860722467	0.073425431	0.0735309555	0.0758904868	0.077845733	0.0738972011	0.0740411592	0.069917539	0.0725767591	0.069487801	0.069733853	0.0634518241	0.0667621454	0.065514245	0.0669885282	0.0741432616	0.0845560976	0.0826983991	0.0972486246	0.0949066859	0.0877466471	0.093005705	0.1180228107	0.1036084431			
Myanmar	0.1211081693	0.1318145097	0.1180355577	0.1253173066	0.1169406979	0.1177515594	0.1483510065	0.1173826014	0.1258745082	0.1764535195	0.1904112905	0.1783052818	0.145973535	0.16206132	0.1553246525	0.1621637492	0.1675551865	0.1634497489	0.1583877836	0.1681480495	0.1682328208	0.1638241753	0.1658078648	0.1852000315	0.1857467368	0.1846941335	0.1330183863	0.1082526043	0.1154307414	0.1088848146	0.1048873962	0.1209177578	0.1303572884	0.1502888419	0.1651895931	0.1698100669	0.1729789159	0.1837983328	0.1984447966	0.1977150946	0.1621366986	0.1792122316	0.2096517568	0.2489757815	0.3139671237	0.2795574141	0.2780977575	0.2703860916			
Namibia																														0.0051836616	0.0100109132	0.0096976974	0.0117678773	0.0182908162	1.0547872289	1.1210276459	1.0863653281	1.1066632863	0.956849523	0.9303675048	1.0775274104	1.1223568568	1.1758694485	1.2221305422	1.2781911689	1.3465753948	1.3859630271	1.8031513955			
Nepal	0.0081343563	0.0087118891	0.0096176786	0.014324257	0.0167813344	0.0174476048	0.0190562256	0.0221885653	0.0342925362	0.0190767278	0.0162443412	0.0214633579	0.0330397969	0.032560515	0.02632395	0.0206243813	0.0240689808	0.0229969765	0.0349382364	0.0360720593	0.0295160364	0.0281280611	0.0306480109	0.0425681703	0.0400563746	0.0406001635	0.0491507622	0.0546523071	0.0490267307	0.0332471502	0.0491329471	0.0664139043	0.0713894927	0.0806023979	0.094243902	0.1123069048	0.1226546361	0.0968193312	0.1351343433	0.1325497408	0.138282168	0.1060109638	0.1129126403	0.1036229491	0.1185507118	0.1194944683	0.1205797749	0.1225489752			
Netherlands	6.5201963227	7.060667796	7.6239032258	7.9877522883	8.1738757218	8.3216995022	8.4761898714	8.9200567164	9.0006369778	10.8854131452	10.6764031072	11.8384482707	12.3257477491	11.8453981543	11.1971493487	12.3190860317	11.8560863886	12.2327143165	13.3788815358	12.5447681272	11.5783202078	9.3846300566	9.6232269089	10.0565390322	10.2089968258	9.9571682679	10.4036278213	9.9535696477	10.9839602667	10.9769653558	11.4601658261	11.0761375016	11.2670914065	11.2309695261	11.4042276843	12.0098562867	11.4229857756	11.1708247547	10.3149310978	10.3835502819	10.4245292026	10.6733807548	10.7881244984	10.8651157837	10.5532709578	10.2067866826	10.5297815318	10.5651279343			
