Country Name	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011
China	0.8360469008	0.6614281644	0.6400018994	0.6256460539	0.6655242112	0.7108913816	0.574162147	0.6054519967	0.7251495091	0.942934535	1.0422396966	1.0806766365	1.0981956913	1.0973671106	1.250124095	1.2852831355	1.3888428966	1.5292011096	1.5426750987	1.4952507493	1.4604318166	1.5667396835	1.6290559078	1.7504480602	1.8710547914	1.939434257	2.0384106888	2.150905225	2.1530779109	2.1677030766	2.2459012757	2.3142072903	2.4428006593	2.5659938918	2.7557549664	2.8443095815	2.8205678906	2.6767459803	2.6486492466	2.6968624332	2.742120813	2.8852250414	3.5122454277	4.0801389055	4.4411506949	4.892727098	5.1535640166	5.3084887816			
Colombia	1.1049447423	1.1447060558	1.2150120317	1.2047018836	1.2333519493	1.230201968	1.2569569012	1.3153519534	1.3495793066	1.3316846549	1.3871796456	1.4065478483	1.4717237246	1.5575045031	1.4981367541	1.5535608784	1.5685536478	1.623454647	1.6913083166	1.6504627774	1.6175226967	1.6337208951	1.7212177003	1.668286606	1.612971747	1.6030010231	1.6145154523	1.6433748991	1.6350704035	1.7268517206	1.6874714309	1.7986704126	1.821594271	1.8875879956	1.6352618692	1.6308154307	1.7182212367	1.7163946533	1.445225136	1.4566867063	1.3921367299	1.3550126276	1.3759626026	1.2686560037	1.3749367748	1.4088437208	1.4303443425	1.5042545867			
Comoros	0.0559548333	0.0549503244	0.0539486848	0.0529260642	0.0691570366	0.0845991289	0.0826813375	0.0807442475	0.07885038	0.1232439336	0.1204857874	0.117815261	0.1150444907	0.1119566462	0.12202228	0.1438223801	0.1382275132	0.0964774674	0.0694985817	0.1449579001	0.1398887252	0.1352691138	0.131051053	0.1271728576	0.1425960492	0.1295135359	0.144228831	0.1494664055	0.1458590708	0.1758648567	0.1716699065	0.1675832127	0.1635784309	0.1596327537	0.1631471872	0.1301734305	0.1268977662	0.1374041225	0.1472518727	0.1499478193	0.1523765992	0.1545509719	0.1625040417	0.1640516652	0.1710955653	0.1831948395	0.178323966	0.1788693234			
Congo, Dem. Rep.	0.14954175	0.1343862465	0.1381827082	0.1158198503	0.1408831476	0.1332838292	0.1233582819	0.1761601086	0.1854496494	0.1338914884	0.1421407492	0.1409901706	0.1449645978	0.1487262072	0.1388682981	0.1421811206	0.1409564336	0.1388068088	0.1430161225	0.1296134269	0.1359563835	0.1076290891	0.1372252736	0.1314002316	0.1172952279	0.1056604844	0.1170461366	0.1183269532	0.1250951726	0.1118042282	0.0991913295	0.0917590916	0.0830127248	0.0581213985	0.0673197213	0.0717288708	0.0631077845	0.0534875444	0.0464149631	0.0331776965	0.0307085054	0.0294107051	0.031384031	0.0409089535	0.0412549715	0.041641953	0.0419967197	0.0450781987			
Congo, Rep.	0.257404845	0.2232630852	0.2140376477	0.2376129965	0.2121840738	0.2587596459	0.2636116634	0.358162626	0.3875651498	0.4284751267	0.4983542722	0.467800139	0.8345305697	1.0767600709	0.7075539959	0.7716818304	0.2913722629	0.1901654879	0.199444545	0.2263473254	0.2554380959	0.7055879161	0.5824493025	0.5639186824	0.6149397065	0.4984834308	0.601421473	0.6628995765	0.6482212096	0.4973448053	0.51554481	0.6242145452	0.5964628883	0.8081624763	0.5729884591	0.6107060273	0.810564469	0.2614591254	0.2688348672	0.3344508675	0.2681781828	0.2151862479	0.3225488393	0.5523223435	0.4545897361	0.4032267888	0.4265997107	0.5046936676			
Costa Rica	0.3557065442	0.3844137873	0.4059112769	0.4403120363	0.5352838137	0.6090231001	0.5215946132	0.6005832439	0.6467721995	0.6869157467	0.8198965276	0.9239954885	1.0476155856	0.9536922791	0.9951386462	0.9927494169	1.2115303792	1.3179957943	1.225893035	1.0515839537	0.9344866014	0.8421722436	0.8262267154	0.7644664608	0.8418992948	0.9427188549	0.9707546838	1.0083550312	0.9935856573	0.9626615509	1.060213487	1.17576916	1.1966494037	1.5569455204	1.4027742945	1.3350121377	1.3669847815	1.421478178	1.4413405284	1.3969327768	1.4391543128	1.5491721315	1.5926854336	1.6362786426	1.6108066226	1.6971660178	1.8233668897	1.772632064			
Cote d'Ivoire	0.1465812567	0.149410134	0.1525894109	0.179410516	0.2652599522	0.2812567492	0.3109103534	0.3538710347	0.4018015686	0.4508926198	0.4785189963	0.5100425595	0.5191948998	0.5506603767	0.5894668287	0.5593964486	0.5466293163	0.620364411	0.6672578307	0.7320209364	0.5026403664	0.6582083485	0.4998142388	0.5356958233	0.6981216556	0.5475460453	0.6801688495	0.7833005738	0.7042633174	0.4631452348	0.4353646875	0.3455504749	0.4263944541	0.368399164	0.4859452075	0.5552779234	0.527606248	0.4353226726	0.385824406	0.4095661633	0.4573747234	0.4241009173	0.3128047141	0.4322185402	0.434237914	0.3895916829	0.3423784644	0.3694616534			
Croatia																																3.6784850112	3.5405517241	3.6291470968	3.7722426644	4.1206831331	4.2204186352	4.5362932682	4.4996038647	4.4383459105	4.6655141892	4.9273247748	5.3022837838	5.1919565217	5.2016584872	5.2196936937	5.4930601894	5.2557025259			
Cuba	1.6729021491	1.9039856574	1.7136621955	1.8378362185	1.8395394518	1.874748311	1.9085271113	1.9086873545	2.0186215795	2.1457835692	2.2140326733	2.3083098036	2.4450584311	2.4638858703	2.8730093576	2.8580699577	3.0582296077	3.167313117	3.2510868236	3.2001434333	3.3207297945	3.4883521677	3.1001100005	3.2598104122	3.2353781889	3.3054998611	3.310301838	3.4376024695	3.4122209523	3.1541465885	2.7813676041	2.9214062568	2.7196603626	2.9683255896	2.3537731881	2.4622592725	2.2384389422	2.2158708541	2.2836789514	2.3449777577	2.2847632998	2.3346480325	2.2738743806	2.1349275521	2.1889440444	2.4117624449	2.3817125278	2.7885968684			
Curacao																																																			
Cyprus	1.501229034	1.5676690298	1.7066378081	1.7298664271	1.9816299978	2.1235275026	2.3066090856	2.7138368037	2.7583071604	2.7783245212	3.0352294009	3.8296430732	3.9367976312	2.9963999776	3.0468151367	3.7468149646	4.0103233405	4.1713400635	4.4157337568	4.6806392321	4.4210528607	4.4844143905	4.463924016	4.5615335449	4.408203458	4.9775532148	5.6974209119	5.6060668186	5.7804926108	6.069711203	6.0540061211	6.5901921677	6.9188003292	6.9423797039	6.6830636035	6.798384705	6.8584531377	7.3133320632	7.2983088134	7.2617402422	7.1205586792	7.1665387591	7.7628564902	7.2198825366	7.26608378	7.4300448738	7.7098182831	7.943456877			
Czech Republic																																13.5204187827	12.7736258833	12.3537738971	12.532259123	12.8510308289	12.6251193214	12.1929379596	10.885102402	12.133264287	12.1680987872	11.7780490322	11.9892672563	12.0114162899	11.7954282741	11.9567850609	11.9936792153	11.223317725			
Denmark	6.883778308	7.9463503335	8.6907273698	9.1504080508	9.3185575872	10.4476636098	10.1416534408	10.9565469488	12.145109998	12.5990353013	11.4975190409	11.9390526843	11.787411589	10.9065084242	10.9959270751	11.8228764045	12.083514544	11.9091285266	12.2443545046	11.7540126879	10.0667096837	10.4464361079	9.7698230348	9.8977437402	11.6872180289	11.4370872876	11.3335833821	10.6936296296	9.5036238067	9.8095817121	11.9195287156	10.5470580271	11.0497614184	11.7569444765	10.577345065	13.0568057773	10.7992956387	10.576953405	9.5750893335	8.8532727139	9.1567456857	9.6569758971	10.3853001592	9.3454176747	8.6536405798	10.0083792019	9.0992855728	8.3778107372			
Djibouti	0.4897332309	0.4983795425	0.6460725297	0.7721979088	1.0368875636	1.1175574233	0.6604579259	0.8502740304	0.5556719506	0.862172229	0.9407004472	1.0498948365	0.9313764112	0.9399699172	0.884154972	0.8071627141	0.7327974776	0.6806622861	1.1333023238	1.0242022973	0.8486892612	0.9572044843	0.9354943526	0.9253139235	0.9276153772	0.894666645	0.8531544457	0.7321173304	0.7610131211	0.7108484945	0.6871988048	0.6970814401	0.710877929	0.6996505327	0.684778393	0.6771414916	0.6609638681	0.5961389961	0.6235579484	0.5511046138	0.5136512078	0.5222943669	0.5220832692	0.5774890455	0.5851834625	0.5921107903	0.5809866663	0.6128552328			
Dominica	0.1802437985	0.1774841489	0.2331288344	0.2294743429	0.225533158	0.2212234556	0.3250838492	0.3186802045	0.2611376973	0.3611486296	0.3586708958	0.3578209292	0.35778103	0.408516801	0.4069244854	0.4038101531	0.3496567319	0.3457570043	0.440498118	0.4869077969	0.4865072837	0.5366389059	0.5396470761	0.5929499272	0.647378356	0.6528306538	0.6587576867	0.76672707	0.8235822572	0.8272283789	0.8282092544	0.8268087145	0.8757814585	0.9764961458	1.130457934	1.0302877051	1.1387234283	1.0935542964	1.1524363242	1.4737053623	1.6368885625	1.4815947822	1.6427312139	1.5923400929	1.6492854552	1.6013100437	2.1969634977	1.8830235185			
Dominican Republic	0.3011724784	0.3515119862	0.3422310799	0.463606734	0.3974522561	0.4164541209	0.3792842619	0.5515512347	0.6052789908	0.6892525607	0.7598685707	0.9813417196	1.2197094961	1.2785908434	1.2318944684	1.2006445618	1.0391461057	0.9851097201	1.2027246682	1.1145157967	1.0403926571	1.045430112	1.275797403	1.1737730509	1.125191603	1.2352349219	1.4419187701	1.4238671665	1.4703408846	1.3302730106	1.380903035	1.4970508117	1.5646223416	1.6304732955	2.034466315	2.1784109735	2.2268958882	2.2443343168	2.2310257876	2.3413919071	2.3188072869	2.4263856599	2.392514817	2.1905689671	2.1330843552	2.2146478852	2.2412972199	2.236635417			
Ecuador	0.3602686825	0.3326860815	0.3706134511	0.4294756049	0.4424945407	0.4564411763	0.4745534466	0.5537734751	0.6197709424	0.7171338329	0.6868146501	0.725519572	0.8071032021	0.9075591198	1.0659544221	1.140985824	1.0231288301	1.3853185177	1.571999048	1.6893115456	2.04087176	2.2954113955	2.2661056438	2.3995145119	2.1375321871	1.6384748832	1.5814412134	1.7637264571	2.0212714353	1.6407635353	1.5711473905	2.0794507855	2.2082653242	1.2205122464	2.0038117596	2.0623577681	1.5522609342	1.8587059786	1.7510650148	1.6964113392	1.8679677146	1.9338222342	2.0421487017	2.1695729589	2.1822175442	2.1878801218	2.2309577211	1.90827354			
Egypt, Arab Rep.	0.5964719321	0.632308089	0.7141449133	0.8240963767	0.8700276511	0.8151649367	0.5888546078	0.6686808962	0.5612857526	0.6036930979	0.6271120081	0.6789033353	0.6195158416	0.6654350902	0.7749347288	0.8406679016	0.9023803618	0.9159478515	0.9779217527	1.0063907907	1.1076218615	1.19921223	1.1825933408	1.2908970799	1.2621059078	1.4367084544	1.4070980459	1.3692206779	1.2966582301	1.3360167935	1.3582844026	1.3772604342	1.552079498	1.3978346077	1.5423379261	1.6164417461	1.6854028565	1.8717594172	1.8868261943	2.0891276114	1.8210962537	1.8125290917	2.2221481274	2.2044286006	2.3535486299	2.4812564444	2.5892475397	2.6852902057			
El Salvador	0.2039144518	0.2199166019	0.3693809598	0.3916345314	0.320955481	0.3905081639	0.3367833046	0.3565034822	0.3277004231	0.3827652463	0.3937580599	0.4265082889	0.4876698114	0.4769783757	0.4983092898	0.5114515647	0.5186049616	0.5315987535	0.5221499733	0.4583491096	0.3876758206	0.3683109401	0.3911477921	0.3257312621	0.3978299754	0.3934901578	0.4780330351	0.4762553316	0.4923126716	0.4909648551	0.5967977945	0.6235613093	0.6967504034	0.7821110134	0.9210030835	0.8452951729	0.9865996541	0.9887885484	0.9640377906	0.9667049082	0.9969572716	1.0085694728	1.090605628	1.0413203839	1.0515215817	1.0678964331	1.1311987081	0.9972691654			
Equatorial Guinea	0.08624853	0.085298576	0.0983520505	0.0969574496	0.1088821174	0.0931818842	0.0908810888	0.1016130764	0.1506908892	0.126054031	0.2316707205	0.3201536598	0.1118085808	0.2057066382	0.2616647079	0.2727777924	0.2827832414	0.3234361581	0.2897924841	0.2659872519	0.2994421427	0.2925268834	0.2290048013	0.2746807127	0.211128668	0.2458681149	0.2904980562	0.3023736544	0.3238639343	0.3236566128	0.5217754621	0.5410948797	0.2481715128	0.0856765692	0.2983140012	0.2565900101	0.6208861215	0.3456322138	0.9385755187	0.8737999154	5.7613120003	8.9818281511	10.5202054549	7.9334343856	7.7534846373	7.59444978	7.4486222233	7.2694771616			
Eritrea																																		0.0575475124	0.0924596802	0.1067616585	0.1583277789	0.17221165	0.1750686816	0.1659739294	0.1654369749	0.1522544315	0.1751455795	0.1783253438	0.1708373875	0.1207642455	0.120741614	0.0837532574			
Estonia																																15.0220221787	12.4687817938	12.7555454545	11.6593757829	13.2825162429	13.2954942857	12.3670646371	11.2490440832	11.3610351828	11.7179695306	11.3871676389	12.9690932248	13.2245919989	12.9725079248	12.6122919407	14.8711063509	13.6431245455			
Ethiopia	0.0147732196	0.0167488895	0.0174011958	0.016381878	0.0253291556	0.0315776662	0.0401041888	0.0628593201	0.059171414	0.0571081593	0.062188056	0.0459528008	0.055639607	0.0538301352	0.0367156565	0.0351519105	0.0309336307	0.0399911588	0.0531485343	0.0514448284	0.0514435395	0.0396970706	0.0479080853	0.0418631737	0.0441887712	0.0522154423	0.058936573	0.0590898314	0.0604791749	0.0624402521	0.0597001391	0.057347506	0.0965032268	0.0543273469	0.037735731	0.0634517817	0.0706944289	0.080860861	0.0794617642	0.0889099875	0.0640191106	0.0649048462	0.0698855979	0.0716445768	0.0739188473	0.0788955983	0.084410641	0.089452062			
Faeroe Islands	3.2672376627	3.3326895768	3.5024861646	3.3628178408	3.7283669039	3.784519283	4.5269175031	4.8624923754	5.5766013792	6.6591433834	6.6881678997	5.9735288129	6.3828611791	7.5158468306	8.6222557731	8.0832251586	9.8601535816	9.5721196446	11.3677173553	9.8577573108	10.1614132317	10.4577810226	10.9933955459	11.1022261799	11.3644196321	10.6513341859	10.6557839409	11.1473084231	12.1569063556	13.1079944489	12.6407915736	14.3335504886	13.2965764243	11.8284948435	14.5894027551	15.0342270131	15.0046404243	14.9629604581	14.8893055247	14.3495835428	14.2383191682	14.2168115201	14.2131782946	14.0817698007	14.1336565958	14.221681279	14.3442724203	14.5632652221			
Fiji	0.414312627	0.5480106176	0.5548430877	0.9443330736	0.7430677862	0.6774574143	0.7290079152	0.7938136271	0.848975828	1.0003054432	1.0346462114	1.067311908	1.1381889643	1.18682374	1.081084362	0.8238135355	1.280972024	1.1673993702	1.3509835435	1.2525464468	1.6616820736	1.2566130797	1.0431884527	0.8324167588	0.8140839648	0.8420675402	0.6605952854	0.7661220362	0.8706798969	1.1226691745	0.9176701638	0.9852282925	1.0248430093	1.0822971693	1.1440892876	1.1729345633	0.9570127275	0.9113858758	1.0315790648	1.0616310098	1.3771840251	1.0511333569	2.0279027429	2.3055797691	1.9882998421	1.8909686177	1.747304754	1.4865317531			
Finland	3.3488809684	3.7429365397	4.279923281	5.0236852055	5.5495111744	6.4438659681	6.2130412505	7.2000637562	8.2039608564	8.7702283977	8.7917437175	9.5176036638	10.5844740677	9.9511639309	9.7859316493	10.8504714346	10.5970806077	10.9223057017	11.402715425	12.1793497908	10.7718125	8.9126256474	8.5664019769	8.617675338	10.0711589147	10.8421811712	11.7034761808	10.5032775197	10.5753264813	10.2170004011	10.9476112884	9.74351428	10.2518201737	11.6747364905	10.2443402506	11.9776741463	11.6898295373	11.0593531923	10.7295731336	10.073238353	10.8759018704	11.7443350163	13.2147168419	12.8095996619	10.4087490965	12.5469636183	12.0866947012	10.6357789054			
France	5.9541063654	6.2371286011	6.8774935312	7.0165769584	7.0657510951	6.9025318406	7.330654352	7.5207134525	8.0204163177	8.4556534479	8.836573284	9.1127485055	9.7163028602	9.3192488393	8.2930281913	9.3323440097	8.8357248684	9.2575395359	9.6444519755	9.1699236614	8.2101486208	7.8470153406	7.5482420936	7.1990052037	7.0796399055	6.7717488262	6.5917588482	6.4635009943	6.7477590794	6.8581386089	7.3161973743	6.762558354	6.5999648583	6.2414048818	6.6173030896	6.8396072061	6.3343727295	6.8000164858	6.1524188898	6.0162362374	6.3038916941	6.1716825702	6.2364470986	6.2320618719	6.2193411296	6.0261199908	5.8641041611	5.8731328096			
French Polynesia	0.7181834874	0.5661235541	0.7596763613	0.7352954282	0.9082695269	1.2582114227	1.3975408192	1.4896843897	1.5061094568	1.7529313082	1.9840476128	1.8288040033	1.712694914	1.718969983	1.6385291557	1.9723153924	1.9925449369	2.1905615293	1.9253806657	1.9415213967	2.1205111895	2.1052224323	2.557446344	2.7042772861	3.37148899	3.3906136173	3.3302076723	3.058381985	3.1830764967	3.22814165	3.1988629527	3.1717555939	3.1280856314	2.6863453113	2.701846171	2.5315843977	2.5625436758	2.4961797086	2.4652681431	2.7158619413	3.0526945761	3.0533387755	3.3073680226	3.1332912067	3.3523404088	3.1822841403	3.2131588513	3.3684041415			
Gabon	0.3378727011	0.1791019262	0.1482625545	0.3827750812	0.4310851199	0.7540418969	1.9845991847	3.8096814723	2.7502201063	3.9334348077	5.272270477	4.9641072759	9.3970599939	9.3997924499	9.0163498859	9.3400693285	10.0575204748	11.7201221402	10.1820114051	9.7175572519	9.3537001919	9.0537583628	7.3936998274	7.7901147947	7.959387007	6.0679075743	4.761858483	4.9724885995	6.415035916	5.2140770512	1.5399679669	2.149249109	3.2065125531	3.1747805025	3.5478600274	3.1612775718	3.0877216967	1.3853171989	1.1910756988	0.8519802084	1.4108703139	1.3781099578	1.0131341253	1.1021425101	1.302831559	1.2755312083	1.3883546157	1.7041584213			
Gambia, The	0.0575721418	0.0658571253	0.0740512624	0.072896063	0.0716473318	0.0790775129	0.0774709217	0.0841736544	0.1067688269	0.1039346972	0.1164294544	0.1353164272	0.1236230013	0.1196098898	0.1839939789	0.1784235281	0.1987738922	0.2363519175	0.2409804824	0.2503723487	0.2415393594	0.2380870168	0.228896827	0.2344705709	0.224278427	0.2003101214	0.2124811682	0.2066558163	0.193637068	0.1973645941	0.1977703915	0.191553454	0.1963500989	0.190889464	0.1921117616	0.1867836534	0.1816329529	0.1915751597	0.2036764758	0.2120332993	0.2113981406	0.2291816705	0.2224277023	0.2209500491	0.2146044565	0.2180397723	0.2488668476	0.2510251469			
Georgia																																3.1466900585	2.0264783857	1.2513479102	0.4864545839	0.8809824311	0.9791398182	1.1056650993	0.9759449747	1.0266570853	0.8594008754	0.7776699564	0.8716632401	0.9094683093	1.0855033018	1.2498483402	1.3737462401	1.1870048133			
Germany																															12.0103026345	11.5142726607	11.2305376805	11.0852119829	11.0424121898	11.2805733836	10.9699915074	10.9148748644	10.0438105668	10.1216515266	10.3938492342	10.0706500824	10.1241560194	10.0407129505	9.8169332261	9.8557430448	9.5693441665	9.58054535			
Ghana	0.19340595	0.1997049408	0.232914189	0.2168182592	0.2183899655	0.1804426466	0.1835668834	0.2122353401	0.1992526054	0.3024219121	0.2575992637	0.2643907135	0.2623262803	0.3030548495	0.2767989803	0.2406244546	0.2918430717	0.2839272497	0.2492957371	0.2343343793	0.2709652413	0.2618220851	0.3036629015	0.2071505541	0.2583885988	0.2297763018	0.2409049303	0.2462821403	0.2323624352	0.2657279607	0.2658166171	0.261629984	0.289616803	0.3063428221	0.3193029129	0.3303184901	0.3581718542	0.3506305114	0.3505223642	0.3287109278	0.3524620822	0.3686258788	0.3688190281	0.3446508368	0.3238308606	0.4217688542	0.42430015	0.3693137896			
Gibraltar	2.3564674562	2.4864388392	2.4445580196	2.4035394363	2.0505419821	2.3324993639	2.6089813342	2.7300024816	2.7017314068	2.8260322869	3.2480070859	2.9353612167	3.3579249114	3.0483334653	3.4594339623	3.0007013989	2.9709490741	2.6611030479	3.471748845	3.3129305477	1.9265235665	0.8250646867	1.3761399032	1.2398286938	1.6537883343	1.5152892562	1.7887804878	2.6097688879	2.6039167321	3.5535594484	3.9501875859	3.3913509914	12.2931294898	14.6771563911	12.7685738372	7.1245646835	4.4438691198	11.464432838	11.857720291	12.2018794793	12.4822741264	12.3154810819	12.5202041535	12.7357343799	12.9905760963	13.4202893594	13.8939445658	14.3990507734			
Greece	1.1697895928	1.203234375	1.445610967	1.5538427732	1.9913311111	2.1651221268	2.2411781781	2.5536013042	2.9037557278	2.7482690777	3.1496087646	3.5519034762	4.1725523575	4.0413924347	4.296879297	4.6810553071	5.0488708776	5.0988021209	5.3722241307	5.3333687649	5.2134796999	5.32670143	5.6407077282	5.7654459378	6.1003464868	5.9344013448	6.3465756424	6.7739211916	7.3521714569	7.1571640587	6.5902351852	7.2809575699	7.2278370915	7.4257358097	7.4464169645	7.5072656644	7.8474548576	8.1042899862	7.9607224111	8.3917086376	8.5667484356	8.5250950099	8.6848926758	8.7825399548	8.8864926177	8.7263631031	8.7747110343	8.7045243192			
Greenland	8.7050445104	7.5435428571	9.0667582418	8.387287234	8.7933163265	9.5975802469	9.9770405728	12.5049769585	9.0654120267	8.219137931	9.9444067797	11.4641200828	11.3751836735	11.2602828283	10.2025403226	4.4269617706	14.6234615385	7.9749796748	11.5333064516	11.2493625498	10.3538823529	10.0397475728	6.9680038388	10.7852941176	9.5810714286	6.1002429907	4.3380406654	9.9704927007	8.5541229656	10.0248920863	9.9108108108	8.7530560579	9.1010688406	9.1179459459	9.0689247312	9.2494991055	9.3639464286	9.4779857398	9.6740819964	9.4611209964	9.5660869565	9.5238339223	9.4315511319	8.7628619623	11.0779661017	10.2051291084	11.2820793917	10.220831558			
Grenada	0.200946922	0.2777789802	0.1571492854	0.2339393939	0.2326752044	0.3092622657	0.3862561488	0.4252894165	0.5036608945	0.4661786361	0.5063841088	0.5077000085	0.5877356071	0.3938437084	0.5158752489	0.5216444532	0.5288903189	0.5767601757	0.5386066796	0.5360146622	0.648280739	0.6702037306	0.6500213758	0.6337905021	0.6612237538	0.7329455737	0.8124597164	1.0479495397	1.1366430749	1.2579106029	1.2557176656	1.3216047285	1.4561662526	1.6615649512	1.720685283	1.7478030326	2.0324033294	1.883875557	2.0260867849	2.0227339887	2.1627625797	2.1220648528	2.2247076667	2.1116880582	2.2844238519	2.3844735386	2.376838093	2.3687031806			
Guam																																																			
Guatemala	0.3294957278	0.3148172059	0.3372695353	0.3820437634	0.4149761199	0.3559967152	0.3947419265	0.4148593449	0.4301422471	0.4220523316	0.4362869886	0.471093734	0.4969822536	0.5057094332	0.5658092901	0.5184923344	0.5827374824	0.6159113538	0.6834829943	0.6410033761	0.5501564212	0.4905449396	0.4195073645	0.4405334541	0.443007904	0.4543579957	0.4792155979	0.4839029791	0.4868910817	0.5699937612	0.5533980178	0.6439233055	0.5915770817	0.6986878395	0.7154103942	0.6491957344	0.7248974981	0.8162830637	0.8136403788	0.8823955574	0.9230696668	0.9468658178	0.8820021464	0.9033909875	0.9558825033	0.942708669	0.9676119382	0.870222556			
Guinea	0.1714658356	0.1810430588	0.1882597651	0.1862981437	0.1822668075	0.1847190414	0.1832019118	0.1854027447	0.1824679375	0.1906928672	0.1940176497	0.1968699809	0.1888538834	0.1966154928	0.196742933	0.2063698776	0.2091871176	0.2083586251	0.2170362562	0.2188468312	0.2211408895	0.2150479941	0.2037222658	0.20400025	0.2018353226	0.1976748495	0.1922115928	0.1931749468	0.1897951779	0.1833699287	0.1766053919	0.1661550762	0.160629118	0.1694510203	0.1652885865	0.1630146296	0.1603305122	0.1532314349	0.1546836438	0.1533687036	0.1532183733	0.1538404237	0.1534914296	0.1509813854	0.1504689293	0.1478445689	0.1482664273	0.1457729851			
Guinea-Bissau	0.0492458516	0.0675263496	0.0796875418	0.0980654996	0.1104342516	0.1106851796	0.0801598792	0.1049221991	0.0983671971	0.1155600448	0.1194760258	0.1049563517	0.1698463648	0.153326484	0.1637730456	0.1321954466	0.1367818772	0.131514331	0.1359455575	0.1757465454	0.1670433561	0.1635799009	0.1606613253	0.178170896	0.1869520083	0.1951837985	0.2029377	0.2214911517	0.2318277606	0.2488681463	0.2474285037	0.2458891295	0.2578650162	0.2526665839	0.2508983536	0.2491715364	0.263132582	0.1812631694	0.2018971125	0.1596076266	0.1565539133	0.1620897911	0.1896539004	0.1914434068	0.1930430396	0.1970810295	0.2008340173	0.1942270957			
Guyana	1.2799346372	1.1468014754	1.014212501	1.0406689819	1.6833524086	1.7948030431	1.9590617485	1.9208982233	1.9311553688	2.1928592637	2.0550989592	2.1229860986	2.4381583037	2.0900344797	2.4387607521	2.3210889146	2.4912174861	2.6731642346	1.9642580555	2.3035105605	2.3214576277	1.8203794842	1.6288536961	1.8516319731	1.8880535259	1.4027838366	1.7724593786	1.9165522662	1.6417591503	1.5731662738	1.5510472073	1.4544046212	1.4568669999	1.8371541197	2.0350422196	2.097613136	2.195949807	2.2640822607	2.2558564914	2.1558789307	2.0645753522	2.0968169851	2.0539258359	1.9672561624	2.0294826697	2.0385262474	2.0337782708	2.0296921943			
Haiti	0.0752960043	0.0756342887	0.0607395603	0.071794218	0.0712328799	0.0698230868	0.0585473979	0.0582129585	0.0682112294	0.081754587	0.0841378194	0.0804423036	0.0849900349	0.0936897843	0.0941510477	0.1288034528	0.1325137451	0.1386253045	0.1357483318	0.1321659366	0.1317050931	0.1384837326	0.1466290644	0.1461252171	0.1473636527	0.1289434771	0.13656269	0.1497638689	0.1487318265	0.1394770745	0.1371306642	0.1225152336	0.0876420147	0.0389263517	0.119633227	0.1360531869	0.1737828934	0.1476957069	0.1566880407	0.1582107928	0.1785132299	0.2043776717	0.1911200819	0.2157378661	0.2220459852	0.2235990706	0.2495946018	0.25008268			
Honduras	0.3567434846	0.3278858668	0.3221956468	0.3169017112	0.3199614379	0.3337634629	0.3529325302	0.4804546984	0.4497895887	0.5169960807	0.4817452867	0.5407052835	0.5166699839	0.5175857434	0.5377614419	0.5559132804	0.6065867148	0.6017406523	0.5496740938	0.5670868664	0.4870476	0.4571050131	0.5033036037	0.4847096226	0.4512301609	0.4244520003	0.4848289389	0.5423187813	0.5739923069	0.5302524221	0.5368999987	0.5956218129	0.5372110703	0.6133356958	0.6958954451	0.6939958171	0.7125870539	0.7797668559	0.7785391329	0.8091028989	0.9001010198	0.940310844	1.0241998554	1.0925201183	1.107683796	1.0414037567	1.2621478487	1.1875614666			
Hong Kong SAR, China	1.0648780026	1.1150111945	1.2423786138	1.20538264	1.3361786042	1.4234009201	1.6272386376	1.6316206906	2.0081710189	2.1220250063	2.2643972017	2.2516354642	2.1915892588	2.4637312537	2.4698168818	2.7685119522	3.1048338678	3.3751327263	3.2223956833	3.2910367166	3.6058762588	3.7425759331	3.9317462723	4.1398873636	4.2179707489	4.6516193028	5.0572524819	5.2389437771	5.3371481833	4.8488353055	5.0229994784	5.7630156021	5.9532045416	5.20758475	5.1364566852	4.5630232305	4.7546172931	5.9955732995	6.471437675	6.0889255814	5.6553602014	5.4792127934	5.9525824568	5.6630783519	5.951635942	5.622615683	5.7700755137	5.5280641185			
Hungary	4.883483099	5.0249051878	5.5773576454	6.1637039708	6.0370240323	6.0612611684	5.7540767801	5.9581604638	6.0583979423	6.7720837767	6.6840936807	6.6799093708	7.0015946723	7.0769492885	7.1581706229	7.5563263764	7.8221519225	8.2626893095	8.0603388484	8.1121113054	8.0950747992	8.1316461834	8.3651307223	8.5554564704	8.1391555943	7.9300911043	8.0519633519	7.4948023666	7.3175937784	6.0720839469	6.1152016697	5.6624624458	5.8048761084	5.6139371606	5.8141797363	6.0809412992	6.0062551953	5.9273803227	5.8961963481	5.6073548735	5.5971950541	5.5156927012	5.8254663187	5.6703982509	5.7380346017	5.6821665771	5.5538615602	5.4430441032			
